lines	Plant_height	year	loc
D2170	128.8	2023	Hefei
D2170	117.3333333	2023	Wuhan
D507	86.94	2022	Hangzhou
D507	94.1	2022	Hefei
D507	81.44	2022	Wuhan
D507	90.33333333	2023	Hangzhou
D507	81.7	2023	Hefei
D507	87.33333333	2023	Wuhan
D3193	101.8	2022	Hangzhou
D3193	84.2	2022	Hefei
D3193	86.8	2022	Wuhan
D3193	95.66666667	2023	Hangzhou
D3193	99.9	2023	Hefei
D3193	77.33333333	2023	Wuhan
D148	70.6	2022	Hangzhou
D148	68.9	2022	Hefei
D148	65.04	2022	Wuhan
D148	63.66666667	2023	Hangzhou
D148	74	2023	Hefei
D148	58	2023	Wuhan
D975	67.24	2022	Hangzhou
D975	63.7	2022	Hefei
D975	69.76	2022	Wuhan
D975	73	2023	Hangzhou
D975	97.3	2023	Hefei
D975	71.33333333	2023	Wuhan
D1299	97.74	2022	Hangzhou
D1299	97.3	2022	Hefei
D1299	99.7	2022	Wuhan
D1299	102	2023	Hangzhou
D1299	101.9	2023	Hefei
D1299	89.66666667	2023	Wuhan
D764	93.14	2022	Hangzhou
D764	102.1	2022	Hefei
D764	99.62	2022	Wuhan
D764	99.66666667	2023	Hangzhou
D764	105.3	2023	Hefei
D764	76.33333333	2023	Wuhan
D2240	119.24	2022	Hangzhou
D2240	114.9	2022	Hefei
D2240	116.6	2022	Wuhan
D2240	113.3333333	2023	Hangzhou
D2240	122.9	2023	Hefei
D2240	107.3333333	2023	Wuhan
D2207	107.8	2022	Hangzhou
D2207	115.9	2022	Hefei
D2207	112	2022	Wuhan
D2207	103.6666667	2023	Hangzhou
D2207	123.8	2023	Hefei
D2207	104	2023	Wuhan
D3555	96.4	2022	Hangzhou
D3555	98.5	2022	Hefei
D3555	83.8	2022	Wuhan
D3555	89	2023	Hangzhou
D3555	99.6	2023	Hefei
D3555	100.6666667	2023	Wuhan
D2582	117	2022	Hangzhou
D2582	117.2	2022	Hefei
D2582	131.1	2022	Wuhan
D2582	124	2023	Hangzhou
D2582	127.5	2023	Hefei
D2582	120.3333333	2023	Wuhan
D1319	98.78	2022	Hangzhou
D1319	103.3	2022	Hefei
D1319	87.8	2022	Wuhan
D1319	101	2023	Hangzhou
D1319	105.2	2023	Hefei
D1319	91.33333333	2023	Wuhan
D1553	73.4	2022	Hangzhou
D1553	78.4	2022	Hefei
D1553	78.1	2022	Wuhan
D1553	80	2023	Hangzhou
D1553	93.1	2023	Hefei
D1553	75.66666667	2023	Wuhan
D1416	100.6	2022	Hangzhou
D1416	101.2	2022	Hefei
D1416	100.96	2022	Wuhan
D1416	102	2023	Hangzhou
D1416	108.4	2023	Hefei
D1416	101.6666667	2023	Wuhan
D1650	98.12	2022	Hangzhou
D1650	91.4	2022	Hefei
D1650	88.4	2022	Wuhan
D1650	99.66666667	2023	Hangzhou
D1650	104.5	2023	Hefei
D1650	92	2023	Wuhan
D363	72.06	2022	Hangzhou
D363	78	2022	Hefei
D363	72.8	2022	Wuhan
D363	78.33333333	2023	Hangzhou
D363	77.9	2023	Hefei
D363	71.33333333	2023	Wuhan
D35	82.94	2022	Hangzhou
D35	87.1	2022	Hefei
D35	96.38	2022	Wuhan
D35	85	2023	Hangzhou
D35	94.8	2023	Hefei
D35	81.33333333	2023	Wuhan
D694	65.42	2022	Hangzhou
D694	83.8	2022	Hefei
D694	70.66	2022	Wuhan
D694	88	2023	Hangzhou
D694	81.6	2023	Hefei
D694	71.66666667	2023	Wuhan
D1444	73.72	2022	Hangzhou
D1444	71	2022	Hefei
D1444	71.22	2022	Wuhan
D1444	79.66666667	2023	Hangzhou
D1444	96.1	2023	Hefei
D1444	72.33333333	2023	Wuhan
D1316	84.82	2022	Hangzhou
D1316	82.9	2022	Hefei
D1316	81.5	2022	Wuhan
D1316	88	2023	Hangzhou
D1316	90.9	2023	Hefei
D1316	82.5	2023	Wuhan
D500	84.1	2022	Hangzhou
D500	88.1	2022	Hefei
D500	82.26	2022	Wuhan
D500	90	2023	Hangzhou
D500	92.1	2023	Hefei
D500	79.33333333	2023	Wuhan
D38	100.72	2022	Hangzhou
D38	114.3	2022	Hefei
D38	103.14	2022	Wuhan
D38	113.6666667	2023	Hangzhou
D38	109.7	2023	Hefei
D38	96	2023	Wuhan
D1241	84.22	2022	Hangzhou
D1241	81.8	2022	Hefei
D1241	81.72	2022	Wuhan
D1241	86	2023	Hangzhou
D1241	96.6	2023	Hefei
D1241	76.66666667	2023	Wuhan
D3414	122.6	2022	Hangzhou
D3414	116.1	2022	Hefei
D3414	115.7	2022	Wuhan
D3414	115.6666667	2023	Hangzhou
D3414	122.4	2023	Hefei
D3414	106	2023	Wuhan
D772	81.48	2022	Hangzhou
D772	98.5	2022	Hefei
D772	91.6	2022	Wuhan
D772	99.33333333	2023	Hangzhou
D772	111.8	2023	Hefei
D772	90.33333333	2023	Wuhan
D1204	93.56	2022	Hangzhou
D1204	91.8	2022	Hefei
D1204	89	2022	Wuhan
D1204	98.33333333	2023	Hangzhou
D1204	91.8	2023	Hefei
D1204	83.33333333	2023	Wuhan
D1257	95.44	2022	Hangzhou
D1257	99.6	2022	Hefei
D1257	81.8	2022	Wuhan
D1257	98.33333333	2023	Hangzhou
D1257	107	2023	Hefei
D1257	84	2023	Wuhan
D3132	114.4	2022	Hangzhou
D3132	117.9	2022	Hefei
D3132	120	2022	Wuhan
D3132	113.6666667	2023	Hangzhou
D3132	134.1	2023	Hefei
D3132	114.6666667	2023	Wuhan
D2783	118.1	2022	Hangzhou
D2783	119.8	2022	Hefei
D2783	117.8	2022	Wuhan
D2783	120.6666667	2023	Hangzhou
D2783	121.7	2023	Hefei
D2783	108.3333333	2023	Wuhan
D3245	102.2	2022	Hangzhou
D3245	112.4	2022	Hefei
D3245	112.3	2022	Wuhan
D3245	109	2023	Hangzhou
D3245	126	2023	Hefei
D3245	97.33333333	2023	Wuhan
D2410	108	2022	Hangzhou
D2410	108.6	2022	Hefei
D2410	111.3	2022	Wuhan
D2410	109.3333333	2023	Hangzhou
D2410	114.5	2023	Hefei
D2410	112	2023	Wuhan
D261	85.6	2022	Hangzhou
D261	90.6	2022	Hefei
D261	79.26	2022	Wuhan
D261	86.66666667	2023	Hangzhou
D261	91.2	2023	Hefei
D261	80.33333333	2023	Wuhan
D3351	110.4	2022	Hangzhou
D3351	120.2	2022	Hefei
D3351	111.6	2022	Wuhan
D3351	121.6666667	2023	Hangzhou
D3351	131.9	2023	Hefei
D3351	109	2023	Wuhan
D508	74.6	2022	Hangzhou
D508	84.8	2022	Hefei
D508	68.84	2022	Wuhan
D508	79.66666667	2023	Hangzhou
D508	82.3	2023	Hefei
D508	85	2023	Wuhan
D3544	105.6	2022	Hangzhou
D3544	103.4	2022	Hefei
D3544	85.5	2022	Wuhan
D3544	101.3333333	2023	Hangzhou
D3544	103.2	2023	Hefei
D3544	91	2023	Wuhan
D256	85.8	2022	Hangzhou
D256	89	2022	Hefei
D256	80.32	2022	Wuhan
D256	97	2023	Hangzhou
D256	96.6	2023	Hefei
D256	73.33333333	2023	Wuhan
D3342	129.4	2022	Hangzhou
D3342	131.4	2022	Hefei
D3342	120.7	2022	Wuhan
D3342	128.3333333	2023	Hangzhou
D3342	135.9	2023	Hefei
D3342	114.3333333	2023	Wuhan
D1347	93	2022	Hangzhou
D1347	96.2	2022	Hefei
D1347	91.24	2022	Wuhan
D1347	90.66666667	2023	Hangzhou
D1347	103.3	2023	Hefei
D1347	98.33333333	2023	Wuhan
D741	70.94	2022	Hangzhou
D741	70.4	2022	Hefei
D741	70.2	2022	Wuhan
D741	79.33333333	2023	Hangzhou
D741	77.2	2023	Hefei
D741	83.33333333	2023	Wuhan
D893	88.66	2022	Hangzhou
D893	92.4	2022	Hefei
D893	82.02	2022	Wuhan
D893	97.66666667	2023	Hangzhou
D893	99.7	2023	Hefei
D893	72	2023	Wuhan
D2819	123.3	2022	Hangzhou
D2819	111	2022	Hefei
D2819	110	2022	Wuhan
D2819	117.6666667	2023	Hangzhou
D2819	115.8	2023	Hefei
D2819	105.6666667	2023	Wuhan
D858	87.66	2022	Hangzhou
D858	90.3	2022	Hefei
D858	92.1	2022	Wuhan
D858	93.33333333	2023	Hangzhou
D858	97	2023	Hefei
D858	86.66666667	2023	Wuhan
D2804	116.4	2022	Hangzhou
D2804	130	2022	Hefei
D2804	119.2	2022	Wuhan
D2804	113.6666667	2023	Hangzhou
D2804	117	2023	Hefei
D2804	105	2023	Wuhan
D2616	124	2022	Hangzhou
D2616	130.2	2022	Hefei
D2616	124.6	2022	Wuhan
D2616	130.3333333	2023	Hangzhou
D2616	130.5	2023	Hefei
D2616	121	2023	Wuhan
D2295	131.6	2022	Hangzhou
D2295	122.9	2022	Hefei
D2295	122.8	2022	Wuhan
D2295	124.3333333	2023	Hangzhou
D2295	131.2	2023	Hefei
D2295	114	2023	Wuhan
D448	78.22	2022	Hangzhou
D448	76.7	2022	Hefei
D448	82.7	2022	Wuhan
D448	80.66666667	2023	Hangzhou
D448	81.9	2023	Hefei
D448	72.66666667	2023	Wuhan
D1183	85.22	2022	Hangzhou
D1183	86	2022	Hefei
D1183	85.8	2022	Wuhan
D1183	90.33333333	2023	Hangzhou
D1183	96.7	2023	Hefei
D1183	88.33333333	2023	Wuhan
D2922	116.2	2022	Hangzhou
D2922	118.9	2022	Hefei
D2922	113.9	2022	Wuhan
D2922	108	2023	Hangzhou
D2922	121.9	2023	Hefei
D2922	124.3333333	2023	Wuhan
D3024	134.2	2022	Hangzhou
D3024	127.8	2022	Hefei
D3024	132.6	2022	Wuhan
D3024	127	2023	Hangzhou
D3024	128.9	2023	Hefei
D3024	124	2023	Wuhan
D2127	116.6	2022	Hangzhou
D2127	117.1	2022	Hefei
D2127	112	2022	Wuhan
D2127	111.3333333	2023	Hangzhou
D2127	123.6	2023	Hefei
D2127	100.6666667	2023	Wuhan
D1717	79.4	2022	Hangzhou
D1717	83.2	2022	Hefei
D1717	83.5	2022	Wuhan
D1717	78.66666667	2023	Hangzhou
D1717	97.9	2023	Hefei
D1717	78	2023	Wuhan
D2611	107.1	2022	Hangzhou
D2611	108.6	2022	Hefei
D2611	112.34	2022	Wuhan
D2611	112.3333333	2023	Hangzhou
D2611	118.7	2023	Hefei
D2611	104	2023	Wuhan
D673	82.66	2022	Hangzhou
D673	93.1	2022	Hefei
D673	82.38	2022	Wuhan
D673	93.83333333	2023	Hangzhou
D673	97.3	2023	Hefei
D673	73.66666667	2023	Wuhan
D607	84.22	2022	Hangzhou
D607	88.7	2022	Hefei
D607	76.54	2022	Wuhan
D607	89	2023	Hangzhou
D607	95.3	2023	Hefei
D607	79.33333333	2023	Wuhan
D2279	125.9	2022	Hangzhou
D2279	129.7	2022	Hefei
D2279	124.2	2022	Wuhan
D2279	133.3333333	2023	Hangzhou
D2279	133.4	2023	Hefei
D2279	125	2023	Wuhan
D951	100.04	2022	Hangzhou
D951	100.6	2022	Hefei
D951	88.4	2022	Wuhan
D951	97	2023	Hangzhou
D951	104.6	2023	Hefei
D951	106	2023	Wuhan
D3389	123.4	2022	Hangzhou
D3389	121.5	2022	Hefei
D3389	123	2022	Wuhan
D3389	114.3333333	2023	Hangzhou
D3389	128.9	2023	Hefei
D3389	117	2023	Wuhan
D3148	120.8	2022	Hangzhou
D3148	121.3	2022	Hefei
D3148	114	2022	Wuhan
D3148	114.3333333	2023	Hangzhou
D3148	127.1	2023	Hefei
D3148	105.6666667	2023	Wuhan
D599	72	2022	Hangzhou
D599	86.7	2022	Hefei
D599	70.7	2022	Wuhan
D599	83.66666667	2023	Hangzhou
D599	87.5	2023	Hefei
D599	72	2023	Wuhan
D2841	160.8	2022	Hangzhou
D2841	133.4	2022	Hefei
D2841	132.6	2022	Wuhan
D2841	155.6666667	2023	Hangzhou
D2841	174.5	2023	Hefei
D2841	136.5	2023	Wuhan
D2712	116.5	2022	Hangzhou
D2712	109.7	2022	Hefei
D2712	115	2022	Wuhan
D2712	115.3333333	2023	Hangzhou
D2712	123.3	2023	Hefei
D2712	104.6666667	2023	Wuhan
D94	84.84	2022	Hangzhou
D94	84.7	2022	Hefei
D94	82.18	2022	Wuhan
D94	78.33333333	2023	Hangzhou
D94	87.5	2023	Hefei
D94	73	2023	Wuhan
D3430	117.6	2022	Hangzhou
D3430	114.6	2022	Hefei
D3430	112.1	2022	Wuhan
D3430	114.3333333	2023	Hangzhou
D3430	125.4	2023	Hefei
D3430	101	2023	Wuhan
D2761	125.1	2022	Hangzhou
D2761	114.9	2022	Hefei
D2761	119.9	2022	Wuhan
D2761	122.3333333	2023	Hangzhou
D2761	127.4	2023	Hefei
D2761	115.3333333	2023	Wuhan
D708	89.4	2022	Hangzhou
D708	87.4	2022	Hefei
D708	82.04	2022	Wuhan
D708	95.33333333	2023	Hangzhou
D708	93.7	2023	Hefei
D708	81.66666667	2023	Wuhan
D3531	109.8	2022	Hangzhou
D3531	105.3	2022	Hefei
D3531	91.4	2022	Wuhan
D3531	95.33333333	2023	Hangzhou
D3531	112.2	2023	Hefei
D3531	102	2023	Wuhan
D2689	154.4	2022	Hangzhou
D2689	144.6	2022	Hefei
D2689	155.8	2022	Wuhan
D2689	150.3333333	2023	Hangzhou
D2689	171.9	2023	Hefei
D2689	175.6666667	2023	Wuhan
D520	89.78	2022	Hangzhou
D520	99.1	2022	Hefei
D520	80.86	2022	Wuhan
D520	87.66666667	2023	Hangzhou
D520	93.2	2023	Hefei
D520	88.33333333	2023	Wuhan
D3787	105.1	2022	Hangzhou
D3787	103.3	2022	Hefei
D3787	120.1	2022	Wuhan
D3787	111.3333333	2023	Hangzhou
D3787	121.8	2023	Hefei
D3787	106	2023	Wuhan
D1543	71.86	2022	Hangzhou
D1543	81.3	2022	Hefei
D1543	68.1	2022	Wuhan
D1543	80	2023	Hangzhou
D1543	88.2	2023	Hefei
D1543	79.33333333	2023	Wuhan
D1564	89.26	2022	Hangzhou
D1564	98.2	2022	Hefei
D1564	93.7	2022	Wuhan
D1564	90.33333333	2023	Hangzhou
D1564	99.2	2023	Hefei
D1564	93.83333333	2023	Wuhan
D645	69.3	2022	Hangzhou
D645	74.3	2022	Hefei
D645	67.84	2022	Wuhan
D645	75.66666667	2023	Hangzhou
D645	83.9	2023	Hefei
D645	65	2023	Wuhan
D1287	94.8	2022	Hangzhou
D1287	94.7	2022	Hefei
D1287	89	2022	Wuhan
D1287	98	2023	Hangzhou
D1287	106.7	2023	Hefei
D1287	87.33333333	2023	Wuhan
D2744	122.2	2022	Hangzhou
D2744	110.7	2022	Hefei
D2744	117.7	2022	Wuhan
D2744	118	2023	Hangzhou
D2744	116.7	2023	Hefei
D2744	108.3333333	2023	Wuhan
D1387	78	2022	Hangzhou
D1387	85.3	2022	Hefei
D1387	83.1	2022	Wuhan
D1387	86	2023	Hangzhou
D1387	97.1	2023	Hefei
D1387	84.66666667	2023	Wuhan
D1025	89.64	2022	Hangzhou
D1025	88.9	2022	Hefei
D1025	74.86	2022	Wuhan
D1025	81	2023	Hangzhou
D1025	84.4	2023	Hefei
D1025	84.33333333	2023	Wuhan
D1401	86.36	2022	Hangzhou
D1401	89	2022	Hefei
D1401	73.28	2022	Wuhan
D1401	89	2023	Hangzhou
D1401	101.8	2023	Hefei
D1401	82.66666667	2023	Wuhan
D2178	131.2	2022	Hangzhou
D2178	123.6	2022	Hefei
D2178	115.7	2022	Wuhan
D2178	120.6666667	2023	Hangzhou
D2178	126.7	2023	Hefei
D2178	107	2023	Wuhan
D1866	83.2	2022	Hangzhou
D1866	98.7	2022	Hefei
D1866	92.6	2022	Wuhan
D1866	85.33333333	2023	Hangzhou
D1866	94.2	2023	Hefei
D1866	87.66666667	2023	Wuhan
D3252	109	2022	Hangzhou
D3252	100.5	2022	Hefei
D3252	106.3	2022	Wuhan
D3252	99	2023	Hangzhou
D3252	110.6	2023	Hefei
D3252	103	2023	Wuhan
D2438	119	2022	Hangzhou
D2438	116.1	2022	Hefei
D2438	113.1	2022	Wuhan
D2438	114.3333333	2023	Hangzhou
D2438	118.1	2023	Hefei
D2438	105	2023	Wuhan
D1524	89.82	2022	Hangzhou
D1524	96.6	2022	Hefei
D1524	85.1	2022	Wuhan
D1524	87.33333333	2023	Hangzhou
D1524	97.7	2023	Hefei
D1524	76.66666667	2023	Wuhan
D2907	118.96	2022	Hangzhou
D2907	107.5	2022	Hefei
D2907	114.1	2022	Wuhan
D2907	114	2023	Hangzhou
D2907	121.9	2023	Hefei
D2907	105.6666667	2023	Wuhan
D2572	112	2022	Hangzhou
D2572	101	2022	Hefei
D2572	124.2	2022	Wuhan
D2572	105.3333333	2023	Hangzhou
D2572	105.5	2023	Hefei
D2572	97	2023	Wuhan
D3311	118.6	2022	Hangzhou
D3311	116.7	2022	Hefei
D3311	118.6	2022	Wuhan
D3311	111.3333333	2023	Hangzhou
D3311	123.4	2023	Hefei
D3311	107.3333333	2023	Wuhan
D2524	130.8	2022	Hangzhou
D2524	111.1	2022	Hefei
D2524	134.6	2022	Wuhan
D2524	130.6666667	2023	Hangzhou
D2524	131.3	2023	Hefei
D2524	130.6666667	2023	Wuhan
D1131	95.72	2022	Hangzhou
D1131	87.9	2022	Hefei
D1131	87.2	2022	Wuhan
D1131	92	2023	Hangzhou
D1131	95.2	2023	Hefei
D1131	79.66666667	2023	Wuhan
D1656	100.6	2022	Hangzhou
D1656	92.4	2022	Hefei
D1656	105.6	2022	Wuhan
D1656	111	2023	Hangzhou
D1656	125.2	2023	Hefei
D1656	120.6666667	2023	Wuhan
D1765	82.2	2022	Hangzhou
D1765	74.7	2022	Hefei
D1765	81.8	2022	Wuhan
D1765	91.66666667	2023	Hangzhou
D1765	98.6	2023	Hefei
D1765	94	2023	Wuhan
D183	104.4	2022	Hangzhou
D183	104.5	2022	Hefei
D183	90.06	2022	Wuhan
D183	102.5	2023	Hangzhou
D183	105	2023	Hefei
D183	88.66666667	2023	Wuhan
D2439	116.4	2022	Hangzhou
D2439	110.6	2022	Hefei
D2439	132.6	2022	Wuhan
D2439	114.6666667	2023	Hangzhou
D2439	112.6	2023	Hefei
D2439	100	2023	Wuhan
D3008	121.6	2022	Hangzhou
D3008	121.7	2022	Hefei
D3008	112.4	2022	Wuhan
D3008	107.6666667	2023	Hangzhou
D3008	125.3	2023	Hefei
D3008	112.3333333	2023	Wuhan
D668	93.34	2022	Hangzhou
D668	100.3	2022	Hefei
D668	93.68	2022	Wuhan
D668	104	2023	Hangzhou
D668	100.2	2023	Hefei
D668	87.33333333	2023	Wuhan
D1023	73.3	2022	Hangzhou
D1023	69	2022	Hefei
D1023	59.7	2022	Wuhan
D1023	74.33333333	2023	Hangzhou
D1023	89.5	2023	Hefei
D1023	79.33333333	2023	Wuhan
D3428	126.8	2022	Hangzhou
D3428	124.4	2022	Hefei
D3428	126	2022	Wuhan
D3428	123.3333333	2023	Hangzhou
D3428	128.4	2023	Hefei
D3428	111	2023	Wuhan
D614	78.68	2022	Hangzhou
D614	86.5	2022	Hefei
D614	75.54	2022	Wuhan
D614	85	2023	Hangzhou
D614	90	2023	Hefei
D614	70	2023	Wuhan
D1251	98.4	2022	Hangzhou
D1251	99.5	2022	Hefei
D1251	86.7	2022	Wuhan
D1251	100.6666667	2023	Hangzhou
D1251	106.1	2023	Hefei
D1251	91.66666667	2023	Wuhan
D597	84.8	2022	Hangzhou
D597	86.2	2022	Hefei
D597	81.44	2022	Wuhan
D597	93.33333333	2023	Hangzhou
D597	90.2	2023	Hefei
D597	79.33333333	2023	Wuhan
D2662	117	2022	Hangzhou
D2662	122.5	2022	Hefei
D2662	130.5	2022	Wuhan
D2662	120.3333333	2023	Hangzhou
D2662	131.1	2023	Hefei
D2662	120.6666667	2023	Wuhan
D2589	114.5	2022	Hangzhou
D2589	101.9	2022	Hefei
D2589	110.9	2022	Wuhan
D2589	112.3333333	2023	Hangzhou
D2589	122.5	2023	Hefei
D2589	117.3333333	2023	Wuhan
D3499	118.9	2022	Hangzhou
D3499	117.4	2022	Hefei
D3499	120	2022	Wuhan
D3499	115	2023	Hangzhou
D3499	115.8	2023	Hefei
D3499	111.3333333	2023	Wuhan
D421	97.42	2022	Hangzhou
D421	97.5	2022	Hefei
D421	82.86	2022	Wuhan
D421	92	2023	Hangzhou
D421	97.9	2023	Hefei
D421	86	2023	Wuhan
D2668	125	2022	Hangzhou
D2668	134.1	2022	Hefei
D2668	133.1	2022	Wuhan
D2668	132.6666667	2023	Hangzhou
D2668	139.3	2023	Hefei
D2668	118.6666667	2023	Wuhan
D2278	136.8	2022	Hangzhou
D2278	132.9	2022	Hefei
D2278	123.6	2022	Wuhan
D2278	128	2023	Hangzhou
D2278	132.6	2023	Hefei
D2278	118	2023	Wuhan
D1848	83.8	2022	Hangzhou
D1848	100.4	2022	Hefei
D1848	89	2022	Wuhan
D1848	88.66666667	2023	Hangzhou
D1848	103.1	2023	Hefei
D1848	94.33333333	2023	Wuhan
D3605	100.8	2022	Hangzhou
D3605	99.3	2022	Hefei
D3605	96.5	2022	Wuhan
D3605	90	2023	Hangzhou
D3605	120.2	2023	Hefei
D3605	90.33333333	2023	Wuhan
D1695	77.8	2022	Hangzhou
D1695	80.8	2022	Hefei
D1695	72.2	2022	Wuhan
D1695	82.66666667	2023	Hangzhou
D1695	96	2023	Hefei
D1695	82.83333333	2023	Wuhan
D2742	122.5	2022	Hangzhou
D2742	122	2022	Hefei
D2742	119.7	2022	Wuhan
D2742	119	2023	Hangzhou
D2742	128.8	2023	Hefei
D2742	124	2023	Wuhan
D2361	125.2	2022	Hangzhou
D2361	127.4	2022	Hefei
D2361	135.6	2022	Wuhan
D2361	125.3333333	2023	Hangzhou
D2361	141.4	2023	Hefei
D2361	124.6666667	2023	Wuhan
D3337	115.7	2022	Hangzhou
D3337	110.1	2022	Hefei
D3337	105.3	2022	Wuhan
D3337	110.6666667	2023	Hangzhou
D3337	122.7	2023	Hefei
D3337	105	2023	Wuhan
D2952	141.8	2022	Hangzhou
D2952	130.6	2022	Hefei
D2952	133.4	2022	Wuhan
D2952	138	2023	Hangzhou
D2952	140	2023	Hefei
D2952	125	2023	Wuhan
D1092	105.54	2022	Hangzhou
D1092	108.7	2022	Hefei
D1092	96.78	2022	Wuhan
D1092	110	2023	Hangzhou
D1092	112.9	2023	Hefei
D1092	85	2023	Wuhan
D1428	119.4	2022	Hangzhou
D1428	117.7	2022	Hefei
D1428	125	2022	Wuhan
D1428	125.6666667	2023	Hangzhou
D1428	123.7	2023	Hefei
D1428	114	2023	Wuhan
D197	93.72	2022	Hangzhou
D197	100.5	2022	Hefei
D197	85.1	2022	Wuhan
D197	98.66666667	2023	Hangzhou
D197	100.8	2023	Hefei
D197	85.66666667	2023	Wuhan
D2991	121.76	2022	Hangzhou
D2991	117.4	2022	Hefei
D2991	116.2	2022	Wuhan
D2991	105	2023	Hangzhou
D2991	121.5	2023	Hefei
D2991	109.3333333	2023	Wuhan
D2043	145.8	2022	Hangzhou
D2043	153.5	2022	Hefei
D2043	143.1	2022	Wuhan
D2043	148.3333333	2023	Hangzhou
D2043	154.3	2023	Hefei
D2043	144.6666667	2023	Wuhan
D1309	88.5	2022	Hangzhou
D1309	88.7	2022	Hefei
D1309	84.74	2022	Wuhan
D1309	89.66666667	2023	Hangzhou
D1309	101.9	2023	Hefei
D1309	84.33333333	2023	Wuhan
D1408	83.54	2022	Hangzhou
D1408	88.9	2022	Hefei
D1408	79.14	2022	Wuhan
D1408	79.66666667	2023	Hangzhou
D1408	94.3	2023	Hefei
D1408	77.46666667	2023	Wuhan
D404	90.5	2022	Hangzhou
D404	94.8	2022	Hefei
D404	83.88	2022	Wuhan
D404	91.66666667	2023	Hangzhou
D404	96.4	2023	Hefei
D404	88.66666667	2023	Wuhan
D943	90.1	2022	Hangzhou
D943	82.5	2022	Hefei
D943	89.26	2022	Wuhan
D943	95.66666667	2023	Hangzhou
D943	94.9	2023	Hefei
D943	80.33333333	2023	Wuhan
D2245	128.28	2022	Hangzhou
D2245	124.9	2022	Hefei
D2245	116	2022	Wuhan
D2245	125.6666667	2023	Hangzhou
D2245	127.6	2023	Hefei
D2245	111	2023	Wuhan
D353	91.52	2022	Hangzhou
D353	97.3	2022	Hefei
D353	90.32	2022	Wuhan
D353	88	2023	Hangzhou
D353	99.1	2023	Hefei
D353	81.66666667	2023	Wuhan
D1876	79.4	2022	Hangzhou
D1876	100.2	2022	Hefei
D1876	89.4	2022	Wuhan
D1876	82	2023	Hangzhou
D1876	94	2023	Hefei
D1876	89.33333333	2023	Wuhan
D1742	81.68	2022	Hangzhou
D1742	81.6	2022	Hefei
D1742	85.7	2022	Wuhan
D1742	84.66666667	2023	Hangzhou
D1742	93.3	2023	Hefei
D1742	82	2023	Wuhan
D2195	127.2	2022	Hangzhou
D2195	129.1	2022	Hefei
D2195	127.6	2022	Wuhan
D2195	126	2023	Hangzhou
D2195	134.1	2023	Hefei
D2195	116	2023	Wuhan
D2366	120.4	2022	Hangzhou
D2366	114.5	2022	Hefei
D2366	108.4	2022	Wuhan
D2366	128	2023	Hangzhou
D2366	124	2023	Hefei
D2366	110.2	2023	Wuhan
D2411	133.8	2022	Hangzhou
D2411	128.9	2022	Hefei
D2411	112.1	2022	Wuhan
D2411	126	2023	Hangzhou
D2411	122.6	2023	Hefei
D2411	124.3333333	2023	Wuhan
D1126	86.42	2022	Hangzhou
D1126	79.4	2022	Hefei
D1126	86.2	2022	Wuhan
D1126	90.66666667	2023	Hangzhou
D1126	92.85714286	2023	Hefei
D1126	74.66666667	2023	Wuhan
D2309	125.9	2022	Hangzhou
D2309	118.8	2022	Hefei
D2309	125.4	2022	Wuhan
D2309	122.3333333	2023	Hangzhou
D2309	122.5	2023	Hefei
D2309	110.3333333	2023	Wuhan
D1295	109.8	2022	Hangzhou
D1295	103.7	2022	Hefei
D1295	96	2022	Wuhan
D1295	109.6666667	2023	Hangzhou
D1295	114.5	2023	Hefei
D1295	99.33333333	2023	Wuhan
D504	84.96	2022	Hangzhou
D504	95.2	2022	Hefei
D504	83.56	2022	Wuhan
D504	86.66666667	2023	Hangzhou
D504	89.1	2023	Hefei
D504	79.66666667	2023	Wuhan
D1837	72.6	2022	Hangzhou
D1837	95.3	2022	Hefei
D1837	79.4	2022	Wuhan
D1837	79.66666667	2023	Hangzhou
D1837	97.3	2023	Hefei
D1837	86.33333333	2023	Wuhan
D1158	91.68	2022	Hangzhou
D1158	82.4	2022	Hefei
D1158	84.8	2022	Wuhan
D1158	94.66666667	2023	Hangzhou
D1158	98.6	2023	Hefei
D1158	81.33333333	2023	Wuhan
D1489	85.44	2022	Hangzhou
D1489	79.8	2022	Hefei
D1489	90.4	2022	Wuhan
D1489	88.33333333	2023	Hangzhou
D1489	101.4	2023	Hefei
D1489	84	2023	Wuhan
D3387	117.4	2022	Hangzhou
D3387	119.1	2022	Hefei
D3387	119.2	2022	Wuhan
D3387	111.3333333	2023	Hangzhou
D3387	130.4	2023	Hefei
D3387	110	2023	Wuhan
D3611	113	2022	Hangzhou
D3611	108.5	2022	Hefei
D3611	102.8	2022	Wuhan
D3611	97.66666667	2023	Hangzhou
D3611	108.5	2023	Hefei
D3611	106.3333333	2023	Wuhan
D755	74.84	2022	Hangzhou
D755	78.5	2022	Hefei
D755	70.04	2022	Wuhan
D755	73.33333333	2023	Hangzhou
D755	80	2023	Hefei
D755	76.66666667	2023	Wuhan
D3451	101	2022	Hangzhou
D3451	103.2	2022	Hefei
D3451	102	2022	Wuhan
D3451	101	2023	Hangzhou
D3451	114.8	2023	Hefei
D3451	103.6666667	2023	Wuhan
D2036	113.6	2022	Hangzhou
D2036	125.6	2022	Hefei
D2036	110.8	2022	Wuhan
D2036	123.3333333	2023	Hangzhou
D2036	129.3	2023	Hefei
D2036	119.6666667	2023	Wuhan
