lines	Plant_height	year	loc
D3037	116.5	2022	Wuhan
D3037	117.6666667	2023	Hangzhou
D3037	124.3	2023	Hefei
D3037	102.6666667	2023	Wuhan
D3220	110.6	2022	Hangzhou
D3220	109.2	2022	Hefei
D3220	113.8	2022	Wuhan
D3220	111	2023	Hangzhou
D3220	114.8	2023	Hefei
D3220	108	2023	Wuhan
D450	74.4	2022	Hangzhou
D450	80	2022	Hefei
D450	76.5	2022	Wuhan
D450	83	2023	Hangzhou
D450	88.4	2023	Hefei
D450	71.66666667	2023	Wuhan
D3607	98.4	2022	Hangzhou
D3607	86.2	2022	Hefei
D3607	86.9	2022	Wuhan
D3607	90	2023	Hangzhou
D3607	104.3	2023	Hefei
D3607	89	2023	Wuhan
D2047	134.4	2022	Hangzhou
D2047	146.2	2022	Hefei
D2047	139.6	2022	Wuhan
D2047	151.6666667	2023	Hangzhou
D2047	150.7	2023	Hefei
D2047	137.6666667	2023	Wuhan
D2998	122.66	2022	Hangzhou
D2998	114.6	2022	Hefei
D2998	117.4	2022	Wuhan
D2998	108	2023	Hangzhou
D2998	118.5	2023	Hefei
D2998	114.6666667	2023	Wuhan
D2489	113.4	2022	Hangzhou
D2489	127.6	2022	Hefei
D2489	108.6	2022	Wuhan
D2489	107.6666667	2023	Hangzhou
D2489	124.3	2023	Hefei
D2489	105	2023	Wuhan
D1494	82.5	2022	Hangzhou
D1494	92.6	2022	Hefei
D1494	93.46	2022	Wuhan
D1494	88	2023	Hangzhou
D1494	98.9	2023	Hefei
D1494	79.66666667	2023	Wuhan
D1812	68	2022	Hangzhou
D1812	82.7	2022	Hefei
D1812	77.1	2022	Wuhan
D1812	73.66666667	2023	Hangzhou
D1812	88.6	2023	Hefei
D1812	72.33333333	2023	Wuhan
D2807	123.8	2022	Hangzhou
D2807	123.3	2022	Hefei
D2807	111	2022	Wuhan
D2807	131.3333333	2023	Hangzhou
D2807	132.8	2023	Hefei
D2807	117.3333333	2023	Wuhan
D489	85.36	2022	Hangzhou
D489	95.6	2022	Hefei
D489	85.06	2022	Wuhan
D489	98.66666667	2023	Hangzhou
D489	96.4	2023	Hefei
D489	97	2023	Wuhan
D913	71.84	2022	Hangzhou
D913	63.8	2022	Hefei
D913	67.26	2022	Wuhan
D913	75	2023	Hangzhou
D913	73.7	2023	Hefei
D913	76.33333333	2023	Wuhan
D864	93.46	2022	Hangzhou
D864	95.5	2022	Hefei
D864	98.08	2022	Wuhan
D864	97.33333333	2023	Hangzhou
D864	105.6	2023	Hefei
D864	97.66666667	2023	Wuhan
D554	90.3	2022	Hangzhou
D554	92.5	2022	Hefei
D554	81.78	2022	Wuhan
D554	92.66666667	2023	Hangzhou
D554	94.3	2023	Hefei
D554	84.33333333	2023	Wuhan
D2528	124.8	2022	Hangzhou
D2528	111.3	2022	Hefei
D2528	114	2022	Wuhan
D2528	118.3333333	2023	Hangzhou
D2528	129.7	2023	Hefei
D2528	122.3333333	2023	Wuhan
D690	76.26	2022	Hangzhou
D690	87.5	2022	Hefei
D690	82.8	2022	Wuhan
D690	89.66666667	2023	Hangzhou
D690	88.4	2023	Hefei
D690	78.5	2023	Wuhan
D3581	97.8	2022	Hangzhou
D3581	96.1	2022	Hefei
D3581	90.4	2022	Wuhan
D3581	93.33333333	2023	Hangzhou
D3581	100.5	2023	Hefei
D3581	95.66666667	2023	Wuhan
D907	89.08	2022	Hangzhou
D907	79.2	2022	Hefei
D907	77.72	2022	Wuhan
D907	88	2023	Hangzhou
D907	89	2023	Hefei
D907	71	2023	Wuhan
D3572	121.6	2022	Hangzhou
D3572	118.6	2022	Hefei
D3572	113.2	2022	Wuhan
D3572	117.6666667	2023	Hangzhou
D3572	126.2	2023	Hefei
D3572	129.6666667	2023	Wuhan
D1972	107.6	2022	Hangzhou
D1972	123.2	2022	Hefei
D1972	110.5	2022	Wuhan
D1972	112.6666667	2023	Hangzhou
D1972	121.4	2023	Hefei
D1972	118	2023	Wuhan
D647	99.22	2022	Hangzhou
D647	101.7	2022	Hefei
D647	85.54	2022	Wuhan
D647	99	2023	Hangzhou
D647	103.7	2023	Hefei
D647	86	2023	Wuhan
D108	87.86	2022	Hangzhou
D108	85.3	2022	Hefei
D108	82.52	2022	Wuhan
D108	90.66666667	2023	Hangzhou
D108	91.4	2023	Hefei
D108	85	2023	Wuhan
D3757	115.8	2022	Hangzhou
D3757	118.1	2022	Hefei
D3757	117.5	2022	Wuhan
D3757	120.3333333	2023	Hangzhou
D3757	120.4	2023	Hefei
D3757	112.6666667	2023	Wuhan
D1439	116.3	2022	Hangzhou
D1439	113	2022	Hefei
D1439	111.96	2022	Wuhan
D1439	109	2023	Hangzhou
D1439	126.2	2023	Hefei
D1439	109.6666667	2023	Wuhan
D600	89.64	2022	Hangzhou
D600	91	2022	Hefei
D600	79.48	2022	Wuhan
D600	93.66666667	2023	Hangzhou
D600	96.1	2023	Hefei
D600	77	2023	Wuhan
D2449	90.4	2022	Hangzhou
D2449	97.2	2022	Hefei
D2449	88.2	2022	Wuhan
D2449	94	2023	Hangzhou
D2449	96.5	2023	Hefei
D2449	80.66666667	2023	Wuhan
D1270	76.46	2022	Hangzhou
D1270	90.5	2022	Hefei
D1270	71.3	2022	Wuhan
D1270	85.66666667	2023	Hangzhou
D1270	95.7	2023	Hefei
D1270	78	2023	Wuhan
D2970	134.3	2022	Hangzhou
D2970	113.8	2022	Hefei
D2970	138.6	2022	Wuhan
D2970	120.6666667	2023	Hangzhou
D2970	135.6	2023	Hefei
D2970	112	2023	Wuhan
D3238	113.2	2022	Hangzhou
D3238	124.5	2022	Hefei
D3238	116.8	2022	Wuhan
D3238	119.6666667	2023	Hangzhou
D3238	131.8	2023	Hefei
D3238	120	2023	Wuhan
D1045	79.42	2022	Hangzhou
D1045	77.1	2022	Hefei
D1045	77.64	2022	Wuhan
D1045	85.33333333	2023	Hangzhou
D1045	81.8	2023	Hefei
D1045	68.66666667	2023	Wuhan
D1171	86.14	2022	Hangzhou
D1171	91.8	2022	Hefei
D1171	82.9	2022	Wuhan
D1171	95.33333333	2023	Hangzhou
D1171	97.6	2023	Hefei
D1171	85.33333333	2023	Wuhan
D2230	78.8	2022	Hangzhou
D2230	88	2022	Hefei
D2230	78.6	2022	Wuhan
D2230	89.66666667	2023	Hangzhou
D2230	99.6	2023	Hefei
D2230	92.66666667	2023	Wuhan
D2272	123.2	2022	Hangzhou
D2272	124.1	2022	Hefei
D2272	122.2	2022	Wuhan
D2272	123	2023	Hangzhou
D2272	129.3	2023	Hefei
D2272	109	2023	Wuhan
D2853	140.4	2022	Hangzhou
D2853	137.9	2022	Hefei
D2853	100	2022	Wuhan
D2853	146.6666667	2023	Hangzhou
D2853	139.2	2023	Hefei
D2853	145	2023	Wuhan
D930	82.74	2022	Hangzhou
D930	78	2022	Hefei
D930	68.86	2022	Wuhan
D930	84.66666667	2023	Hangzhou
D930	84.2	2023	Hefei
D930	77.33333333	2023	Wuhan
D1608	80.8	2022	Hangzhou
D1608	85.33333333	2022	Hefei
D1608	77.5	2022	Wuhan
D1608	88.66666667	2023	Hangzhou
D1608	99.8	2023	Hefei
D1608	91.66666667	2023	Wuhan
D3755	122.8	2022	Hangzhou
D3755	112.1	2022	Hefei
D3755	107.2	2022	Wuhan
D3755	113	2023	Hangzhou
D3755	123.1	2023	Hefei
D3755	110.6666667	2023	Wuhan
D2591	105.6	2022	Hangzhou
D2591	111.3	2022	Hefei
D2591	111.1	2022	Wuhan
D2591	109.3333333	2023	Hangzhou
D2591	114.4	2023	Hefei
D2591	121	2023	Wuhan
D769	93.12	2022	Hangzhou
D769	109.2	2022	Hefei
D769	98.64	2022	Wuhan
D769	107.6666667	2023	Hangzhou
D769	105	2023	Hefei
D769	96.33333333	2023	Wuhan
D1761	74.6	2022	Hangzhou
D1761	75.2	2022	Hefei
D1761	81.7	2022	Wuhan
D1761	89.33333333	2023	Hangzhou
D1761	94.7	2023	Hefei
D1761	90.33333333	2023	Wuhan
D2932	119.74	2022	Hangzhou
D2932	113.5	2022	Hefei
D2932	117.1	2022	Wuhan
D2932	116	2023	Hangzhou
D2932	125.4	2023	Hefei
D2932	111.3333333	2023	Wuhan
D873	87.6	2022	Hangzhou
D873	90	2022	Hefei
D873	84.58	2022	Wuhan
D873	98.66666667	2023	Hangzhou
D873	98.1	2023	Hefei
D873	80.66666667	2023	Wuhan
D173	84.88	2022	Hangzhou
D173	95.9	2022	Hefei
D173	77.28	2022	Wuhan
D173	87	2023	Hangzhou
D173	89.1	2023	Hefei
D173	73.83333333	2023	Wuhan
D3474	111	2022	Hangzhou
D3474	109.1	2022	Hefei
D3474	105.3	2022	Wuhan
D3474	98.66666667	2023	Hangzhou
D3474	97.7	2023	Hefei
D3474	90.66666667	2023	Wuhan
D812	84.94	2022	Hangzhou
D812	92.8	2022	Hefei
D812	81.88	2022	Wuhan
D812	103.6666667	2023	Hangzhou
D812	100.3	2023	Hefei
D812	91.33333333	2023	Wuhan
D32	79.5	2022	Hangzhou
D32	88.2	2022	Hefei
D32	85.04	2022	Wuhan
D32	83	2023	Hangzhou
D32	90.6	2023	Hefei
D32	69.66666667	2023	Wuhan
D1109	76.98	2022	Hangzhou
D1109	78.3	2022	Hefei
D1109	76.5	2022	Wuhan
D1109	84	2023	Hangzhou
D1109	93.2	2023	Hefei
D1109	64	2023	Wuhan
D2510	120.8	2022	Hangzhou
D2510	122.9	2022	Hefei
D2510	135.4	2022	Wuhan
D2510	114	2023	Hangzhou
D2510	128	2023	Hefei
D2510	114	2023	Wuhan
D415	88	2022	Hangzhou
D415	93.9	2022	Hefei
D415	79.4	2022	Wuhan
D415	89	2023	Hangzhou
D415	100.9	2023	Hefei
D415	84	2023	Wuhan
D709	78.18	2022	Hangzhou
D709	76.9	2022	Hefei
D709	76.24	2022	Wuhan
D709	86.33333333	2023	Hangzhou
D709	83.7	2023	Hefei
D709	77.66666667	2023	Wuhan
D936	91.18	2022	Hangzhou
D936	86.5	2022	Hefei
D936	80.26	2022	Wuhan
D936	91	2023	Hangzhou
D936	97.2	2023	Hefei
D936	62.66666667	2023	Wuhan
D2968	113.52	2022	Hangzhou
D2968	124.1	2022	Hefei
D2968	112.8	2022	Wuhan
D2968	107.3333333	2023	Hangzhou
D2968	113.5	2023	Hefei
D2968	110.6666667	2023	Wuhan
D758	89.86	2022	Hangzhou
D758	89.4	2022	Hefei
D758	73.08	2022	Wuhan
D758	83	2023	Hangzhou
D758	88.9	2023	Hefei
D758	71.33333333	2023	Wuhan
D430	95.24	2022	Hangzhou
D430	91.7	2022	Hefei
D430	83.18	2022	Wuhan
D430	95.66666667	2023	Hangzhou
D430	100.1	2023	Hefei
D430	88.33333333	2023	Wuhan
D3257	95	2022	Hangzhou
D3257	82.4	2022	Hefei
D3257	93	2022	Wuhan
D3257	85	2023	Hangzhou
D3257	108.2	2023	Hefei
D3257	70.33333333	2023	Wuhan
D2270	114	2022	Hangzhou
D2270	121.7	2022	Hefei
D2270	110.6	2022	Wuhan
D2270	118.3333333	2023	Hangzhou
D2270	134.7	2023	Hefei
D2270	106	2023	Wuhan
D1148	110.14	2022	Hangzhou
D1148	102.4	2022	Hefei
D1148	100.7	2022	Wuhan
D1148	107.6666667	2023	Hangzhou
D1148	115.6	2023	Hefei
D1148	107.6666667	2023	Wuhan
D2618	127.4	2022	Hangzhou
D2618	130	2022	Hefei
D2618	126.4	2022	Wuhan
D2618	127.6666667	2023	Hangzhou
D2618	131.5	2023	Hefei
D2618	115.3333333	2023	Wuhan
D392	92.06	2022	Hangzhou
D392	105.9	2022	Hefei
D392	88.52	2022	Wuhan
D392	102	2023	Hangzhou
D392	106.4	2023	Hefei
D392	95	2023	Wuhan
D1890	106.4	2022	Hangzhou
D1890	115.3	2022	Hefei
D1890	106	2022	Wuhan
D1890	116.3333333	2023	Hangzhou
D1890	114.2	2023	Hefei
D1890	120.6666667	2023	Wuhan
D2953	134.2	2022	Hangzhou
D2953	124.9	2022	Hefei
D2953	128.2	2022	Wuhan
D2953	126.3333333	2023	Hangzhou
D2953	140.7	2023	Hefei
D2953	127.3333333	2023	Wuhan
D3227	107.2	2022	Hangzhou
D3227	114.5	2022	Hefei
D3227	108	2022	Wuhan
D3227	109	2023	Hangzhou
D3227	115.5	2023	Hefei
D3227	101.6666667	2023	Wuhan
D2433	125.6	2022	Hangzhou
D2433	117.6	2022	Hefei
D2433	113.2	2022	Wuhan
D2433	119.3333333	2023	Hangzhou
D2433	122.6	2023	Hefei
D2433	104	2023	Wuhan
D2497	120	2022	Hangzhou
D2497	115.7	2022	Hefei
D2497	115	2022	Wuhan
D2497	115	2023	Hangzhou
D2497	122.6	2023	Hefei
D2497	123	2023	Wuhan
D342	78.56	2022	Hangzhou
D342	92.1	2022	Hefei
D342	77.9	2022	Wuhan
D342	88.33333333	2023	Hangzhou
D342	90.7	2023	Hefei
D342	77	2023	Wuhan
D1832	69.4	2022	Hangzhou
D1832	95.2	2022	Hefei
D1832	72.3	2022	Wuhan
D1832	80	2023	Hangzhou
D1832	92.4	2023	Hefei
D1832	89.33333333	2023	Wuhan
D1580	109.38	2022	Hangzhou
D1580	115.1	2022	Hefei
D1580	109.5	2022	Wuhan
D1580	114	2023	Hangzhou
D1580	114.5	2023	Hefei
D1580	108.2333333	2023	Wuhan
D475	109.02	2022	Hangzhou
D475	119.1	2022	Hefei
D475	97.7	2022	Wuhan
D475	117.3333333	2023	Hangzhou
D475	116.7	2023	Hefei
D475	103	2023	Wuhan
D2404	125.1	2022	Hangzhou
D2404	115.4	2022	Hefei
D2404	104.5	2022	Wuhan
D2404	124	2023	Hangzhou
D2404	118.2	2023	Hefei
D2404	117.3333333	2023	Wuhan
D527	97.52	2022	Hangzhou
D527	104.6	2022	Hefei
D527	95.22	2022	Wuhan
D527	110	2023	Hangzhou
D527	100.4	2023	Hefei
D527	104.6666667	2023	Wuhan
D3563	85.4	2022	Hangzhou
D3563	91.4	2022	Hefei
D3563	90.8	2022	Wuhan
D3563	82.33333333	2023	Hangzhou
D3563	78	2023	Hefei
D3563	88.66666667	2023	Wuhan
D734	92.78	2022	Hangzhou
D734	87.4	2022	Hefei
D734	84.82	2022	Wuhan
D734	92.83333333	2023	Hangzhou
D734	94.7	2023	Hefei
D734	68	2023	Wuhan
D620	77.76	2022	Hangzhou
D620	74.9	2022	Hefei
D620	73.82	2022	Wuhan
D620	76.66666667	2023	Hangzhou
D620	85.7	2023	Hefei
D620	71.33333333	2023	Wuhan
D3179	128.2	2022	Hangzhou
D3179	133.7	2022	Hefei
D3179	130.2	2022	Wuhan
D3179	122.6666667	2023	Hangzhou
D3179	132	2023	Hefei
D3179	124.6666667	2023	Wuhan
D1540	74.62	2022	Hangzhou
D1540	81.5	2022	Hefei
D1540	80.6	2022	Wuhan
D1540	86.66666667	2023	Hangzhou
D1540	90.4	2023	Hefei
D1540	83	2023	Wuhan
D1345	80.96	2022	Hangzhou
D1345	84.4	2022	Hefei
D1345	77.2	2022	Wuhan
D1345	82.66666667	2023	Hangzhou
D1345	90.4	2023	Hefei
D1345	76.66666667	2023	Wuhan
D1307	88.42	2022	Hangzhou
D1307	89.7	2022	Hefei
D1307	85.02	2022	Wuhan
D1307	92	2023	Hangzhou
D1307	95.2	2023	Hefei
D1307	87	2023	Wuhan
D559	80.6	2022	Hangzhou
D559	88.2	2022	Hefei
D559	73.18	2022	Wuhan
D559	82	2023	Hangzhou
D559	81.7	2023	Hefei
D559	68	2023	Wuhan
D1974	102.2	2022	Hangzhou
D1974	103.7	2022	Hefei
D1974	100	2022	Wuhan
D1974	117.3333333	2023	Hangzhou
D1974	119.9	2023	Hefei
D1974	111.6666667	2023	Wuhan
D1994	89.6	2022	Hangzhou
D1994	113.1	2022	Hefei
D1994	101.6	2022	Wuhan
D1994	96.66666667	2023	Hangzhou
D1994	128.6	2023	Hefei
D1994	104	2023	Wuhan
D112	89.5	2022	Hangzhou
D112	100.6	2022	Hefei
D112	81.98	2022	Wuhan
D112	96	2023	Hangzhou
D112	100.7	2023	Hefei
D112	84	2023	Wuhan
D345	97.64	2022	Hangzhou
D345	95.5	2022	Hefei
D345	78.4	2022	Wuhan
D345	92	2023	Hangzhou
D345	98.2	2023	Hefei
D345	84	2023	Wuhan
D1869	87.4	2022	Hangzhou
D1869	109.8	2022	Hefei
D1869	99	2022	Wuhan
D1869	92	2023	Hangzhou
D1869	103.3	2023	Hefei
D1869	99.83333333	2023	Wuhan
D1230	98.74	2022	Hangzhou
D1230	91.2	2022	Hefei
D1230	92.24	2022	Wuhan
D1230	90.66666667	2023	Hangzhou
D1230	99.8	2023	Hefei
D1230	87.66666667	2023	Wuhan
D2916	122.28	2022	Hangzhou
D2916	118.9	2022	Hefei
D2916	122.3	2022	Wuhan
D2916	117.3333333	2023	Hangzhou
D2916	119.5	2023	Hefei
D2916	115	2023	Wuhan
D1706	75.6	2022	Hangzhou
D1706	79	2022	Hefei
D1706	78.1	2022	Wuhan
D1706	83	2023	Hangzhou
D1706	89.1	2023	Hefei
D1706	74	2023	Wuhan
D777	94.42	2022	Hangzhou
D777	107.7	2022	Hefei
D777	95.68	2022	Wuhan
D777	110	2023	Hangzhou
D777	114	2023	Hefei
D777	95.33333333	2023	Wuhan
D835	95.44	2022	Hangzhou
D835	93.5	2022	Hefei
D835	88.64	2022	Wuhan
D835	95.66666667	2023	Hangzhou
D835	99.3	2023	Hefei
D835	84.33333333	2023	Wuhan
D1425	62.1	2022	Hangzhou
D1425	68.7	2022	Hefei
D1425	64.06	2022	Wuhan
D1425	71	2023	Hangzhou
D1425	71.9	2023	Hefei
D1425	64.33333333	2023	Wuhan
D1699	71.4	2022	Hangzhou
D1699	82.1	2022	Hefei
D1699	75.5	2022	Wuhan
D1699	85	2023	Hangzhou
D1699	92.8	2023	Hefei
D1699	77	2023	Wuhan
D3426	125.8	2022	Hangzhou
D3426	115.3	2022	Hefei
D3426	123.9	2022	Wuhan
D3426	110.6666667	2023	Hangzhou
D3426	132	2023	Hefei
D3426	101.3333333	2023	Wuhan
D958	96.1	2022	Hangzhou
D958	93.3	2022	Hefei
D958	84.84	2022	Wuhan
D958	95	2023	Hangzhou
D958	100.6	2023	Hefei
D958	78.66666667	2023	Wuhan
D1805	82.8	2022	Hangzhou
D1805	83.8	2022	Hefei
D1805	84.4	2022	Wuhan
D1805	73	2023	Hangzhou
D1805	96.7	2023	Hefei
D1805	85.33333333	2023	Wuhan
D1652	100.2	2022	Hangzhou
D1652	93.9	2022	Hefei
D1652	103.2	2022	Wuhan
D1652	110.6666667	2023	Hangzhou
D1652	124.7	2023	Hefei
D1652	122	2023	Wuhan
D2707	128.6	2022	Hangzhou
D2707	124.5	2022	Hefei
D2707	127.6	2022	Wuhan
D2707	128	2023	Hangzhou
D2707	131.8	2023	Hefei
D2707	122.6666667	2023	Wuhan
D2400	110.8	2022	Hangzhou
D2400	110.7	2022	Hefei
D2400	98.9	2022	Wuhan
D2400	102	2023	Hangzhou
D2400	110.7	2023	Hefei
D2400	107	2023	Wuhan
D1909	101	2022	Hangzhou
D1909	117.3	2022	Hefei
D1909	96.5	2022	Wuhan
D1909	108.3333333	2023	Hangzhou
D1909	122.7	2023	Hefei
D1909	115.6666667	2023	Wuhan
D1541	75.5	2022	Hangzhou
D1541	85.4	2022	Hefei
D1541	81.3	2022	Wuhan
D1541	83	2023	Hangzhou
D1541	93	2023	Hefei
D1541	86.83333333	2023	Wuhan
D1619	92.66	2022	Hangzhou
D1619	101.8	2022	Hefei
D1619	92.8	2022	Wuhan
D1619	91	2023	Hangzhou
D1619	104.7	2023	Hefei
D1619	87.66666667	2023	Wuhan
D1517	87.02	2022	Hangzhou
D1517	84.8	2022	Hefei
D1517	81.34	2022	Wuhan
D1517	87	2023	Hangzhou
D1517	90.4	2023	Hefei
D1517	75.16666667	2023	Wuhan
D2440	135.4	2022	Hangzhou
D2440	131.6	2022	Hefei
D2440	132.4	2022	Wuhan
D2440	130.6666667	2023	Hangzhou
D2440	115.6	2023	Hefei
D2440	129.6666667	2023	Wuhan
D710	85.74	2022	Hangzhou
D710	77	2022	Hefei
D710	80.9	2022	Wuhan
D710	85.33333333	2023	Hangzhou
D710	83.5	2023	Hefei
D710	77.33333333	2023	Wuhan
D170	84.96	2022	Hangzhou
D170	93.2	2022	Hefei
D170	77.44	2022	Wuhan
D170	91	2023	Hangzhou
D170	91.2	2023	Hefei
D170	79.33333333	2023	Wuhan
D1207	96.6	2022	Hangzhou
D1207	94.3	2022	Hefei
D1207	86	2022	Wuhan
D1207	92	2023	Hangzhou
D1207	102.1	2023	Hefei
D1207	86	2023	Wuhan
D933	82.96	2022	Hangzhou
D933	76.5	2022	Hefei
D933	76.58	2022	Wuhan
D933	84	2023	Hangzhou
D933	86.1	2023	Hefei
D933	68.33333333	2023	Wuhan
D486	72.42	2022	Hangzhou
D486	88	2022	Hefei
D486	73	2022	Wuhan
D486	81	2023	Hangzhou
D486	80.8	2023	Hefei
D486	67	2023	Wuhan
D3802	130.5	2022	Hangzhou
D3802	126.6	2022	Hefei
D3802	127.4	2022	Wuhan
D3802	122.3333333	2023	Hangzhou
D3802	139.6	2023	Hefei
D3802	115	2023	Wuhan
D3484	90.8	2022	Hangzhou
D3484	84.7	2022	Hefei
D3484	86.1	2022	Wuhan
D3484	85.33333333	2023	Hangzhou
D3484	93.3	2023	Hefei
D3484	83	2023	Wuhan
D2999	123.1	2022	Hangzhou
D2999	123.3	2022	Hefei
D2999	112.4	2022	Wuhan
D2999	109	2023	Hangzhou
D2999	117.8	2023	Hefei
D2999	112	2023	Wuhan
D1919	100.4	2022	Hangzhou
D1919	116.3	2022	Hefei
D1919	112.6	2022	Wuhan
D1919	101.6666667	2023	Hangzhou
D1919	112	2023	Hefei
D1919	111	2023	Wuhan
D1958	108.8	2022	Hangzhou
D1958	121.9	2022	Hefei
D1958	108	2022	Wuhan
D1958	114	2023	Hangzhou
D1958	112.7	2023	Hefei
D1958	106.3333333	2023	Wuhan
D3006	111.6	2022	Hangzhou
D3006	112.7	2022	Hefei
D3006	112.8	2022	Wuhan
D3006	106.6666667	2023	Hangzhou
D3006	119	2023	Hefei
D3006	112.6666667	2023	Wuhan
D2487	122.2	2022	Hangzhou
D2487	119.8	2022	Hefei
D2487	117.6	2022	Wuhan
D2487	116	2023	Hangzhou
D2487	120.5	2023	Hefei
D2487	98.33333333	2023	Wuhan
D2756	106.1	2022	Hangzhou
D2756	110	2022	Hefei
D2756	100.1	2022	Wuhan
D2756	99.66666667	2023	Hangzhou
D2756	110.8	2023	Hefei
D2756	92	2023	Wuhan
D2018	158.8	2022	Hangzhou
D2018	182	2022	Hefei
D2018	165.5	2022	Wuhan
D2018	166	2023	Hangzhou
D2018	167.5	2023	Hefei
D2018	141	2023	Wuhan
D1792	68.2	2022	Hangzhou
D1792	72.1	2022	Hefei
D1792	71.3	2022	Wuhan
D1792	81.33333333	2023	Hangzhou
D1792	89.9	2023	Hefei
D1792	87	2023	Wuhan
D719	97.54	2022	Hangzhou
D719	101.1	2022	Hefei
D719	82.88	2022	Wuhan
D719	96	2023	Hangzhou
D719	95.4	2023	Hefei
D719	85.66666667	2023	Wuhan
D3583	98.4	2022	Hangzhou
D3583	86.5	2022	Hefei
D3583	90.8	2022	Wuhan
D3583	95.66666667	2023	Hangzhou
D3583	106.5	2023	Hefei
D3583	87	2023	Wuhan
D510	92.94	2022	Hangzhou
D510	95.1	2022	Hefei
D510	83.24	2022	Wuhan
D510	88	2023	Hangzhou
D510	86.7	2023	Hefei
D510	89.66666667	2023	Wuhan
D2930	117	2022	Hangzhou
D2930	121.2	2022	Hefei
D2930	117.1	2022	Wuhan
D2930	114.3333333	2023	Hangzhou
D2930	123.7	2023	Hefei
D2930	114	2023	Wuhan
D86	76.16	2022	Hangzhou
D86	65.3	2022	Hefei
D86	78.38	2022	Wuhan
D86	68	2023	Hangzhou
D86	99.6	2023	Hefei
D86	62.66666667	2023	Wuhan
D957	82.68	2022	Hangzhou
D957	84.7	2022	Hefei
D957	81.88	2022	Wuhan
D957	84	2023	Hangzhou
D957	95.6	2023	Hefei
D957	86.33333333	2023	Wuhan
D258	81.6	2022	Hangzhou
D258	90.2	2022	Hefei
D258	74.28	2022	Wuhan
D258	90	2023	Hangzhou
D258	89.9	2023	Hefei
D258	72	2023	Wuhan
D537	89.16	2022	Hangzhou
D537	94.1	2022	Hefei
D537	80.64	2022	Wuhan
D537	96	2023	Hangzhou
D537	95.3	2023	Hefei
D537	74	2023	Wuhan
D743	91.32	2022	Hangzhou
D743	63.8	2022	Hefei
D743	64.48	2022	Wuhan
D743	69	2023	Hangzhou
D743	73.7	2023	Hefei
D743	71	2023	Wuhan
D1457	82.8	2022	Hangzhou
D1457	82.3	2022	Hefei
D1457	76.8	2022	Wuhan
D1457	81	2023	Hangzhou
D1457	96.1	2023	Hefei
D1457	83	2023	Wuhan
D3773	120.3	2022	Hangzhou
D3773	116.4	2022	Hefei
D3773	117.1	2022	Wuhan
D3773	113.3333333	2023	Hangzhou
D3773	126.2	2023	Hefei
D3773	103.3333333	2023	Wuhan
D2115	111	2022	Hangzhou
D2115	121.9	2022	Hefei
D2115	122.1	2022	Wuhan
D2115	118.6666667	2023	Hangzhou
D2115	132.5	2023	Hefei
D2115	112	2023	Wuhan
D2297	124.3	2022	Hangzhou
D2297	123.9	2022	Hefei
D2297	117.4	2022	Wuhan
D2297	119	2023	Hangzhou
D2297	125.3	2023	Hefei
D2297	116.3333333	2023	Wuhan
D1193	93.76	2022	Hangzhou
D1193	100	2022	Hefei
D1193	88.7	2022	Wuhan
D1193	102	2023	Hangzhou
D1193	111.6	2023	Hefei
D1193	89	2023	Wuhan
D2570	99.6	2022	Hangzhou
D2570	89.1	2022	Hefei
D2570	115.4	2022	Wuhan
D2570	90.66666667	2023	Hangzhou
D2570	101.3	2023	Hefei
D2570	98	2023	Wuhan
D2966	125.96	2022	Hangzhou
D2966	121.7	2022	Hefei
D2966	115	2022	Wuhan
D2966	115.3333333	2023	Hangzhou
D2966	122	2023	Hefei
D2966	119.3333333	2023	Wuhan
D3321	127.4	2022	Hangzhou
D3321	113.8	2022	Hefei
D3321	126.5	2022	Wuhan
D3321	120.6666667	2023	Hangzhou
D3321	124.6	2023	Hefei
D3321	97	2023	Wuhan
D1105	97.38	2022	Hangzhou
D1105	95.7	2022	Hefei
D1105	94.4	2022	Wuhan
D1105	104	2023	Hangzhou
D1105	109.1	2023	Hefei
D1105	93.66666667	2023	Wuhan
D1515	79.1	2022	Hangzhou
D1515	86.7	2022	Hefei
D1515	82.7	2022	Wuhan
D1515	88	2023	Hangzhou
D1515	90.8	2023	Hefei
D1515	73.33333333	2023	Wuhan
D152	102.88	2022	Hangzhou
D152	108	2022	Hefei
D152	92.34	2022	Wuhan
D152	100	2023	Hangzhou
D152	109.1	2023	Hefei
D152	94	2023	Wuhan
D3542	106.8	2022	Hangzhou
D3542	102.3	2022	Hefei
D3542	96.8	2022	Wuhan
D3542	98	2023	Hangzhou
D3542	111	2023	Hefei
D3542	92.33333333	2023	Wuhan
D506	89.02	2022	Hangzhou
D506	97.4	2022	Hefei
D506	82.46	2022	Wuhan
D506	97.33333333	2023	Hangzhou
D506	97.7	2023	Hefei
D506	85.66666667	2023	Wuhan
D870	84.7	2022	Hangzhou
D870	85.6	2022	Hefei
D870	85.1	2022	Wuhan
D870	90.33333333	2023	Hangzhou
D870	90.4	2023	Hefei
D870	88	2023	Wuhan
D2992	119	2022	Hangzhou
D2992	115.7	2022	Hefei
D2992	115.2	2022	Wuhan
D2992	106	2023	Hangzhou
D2992	120.3	2023	Hefei
D2992	114.3333333	2023	Wuhan
D2138	122	2022	Hangzhou
D2138	122.1	2022	Hefei
D2138	116.8	2022	Wuhan
